"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Cited by","DOI","Link","Index Keywords","Document Type","Publication Stage","Open Access","Source","EID"
"Bueckle A.; Herr B.W., II; Hardi J.; Quardokus E.M.; Musen M.A.; Börner K.","Bueckle, Andreas (57201398148); Herr, Bruce W. (16067010200); Hardi, Josef (56022913500); Quardokus, Ellen M. (6602345992); Musen, Mark A. (7005635736); Börner, Katy (7006188708)","57201398148; 16067010200; 56022913500; 6602345992; 7005635736; 7006188708","Construction, Deployment, and Usage of the Human Reference Atlas Knowledge Graph","2025","Scientific Data ","12","1","1100","","","3","10.1038/s41597-025-05183-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105009918124&doi=10.1038%2Fs41597-025-05183-6&partnerID=40&md5=9df24c15e9d0f20a3d60f1be198cb3e6","Atlases as Topic; Biological Ontologies; Humans; biological ontology; book; human","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105009918124"
"Rathod T.; Patil S.; Shahade A.K.; Kadam P.; Kulkarni A.","Rathod, Tejas (57191229007); Patil, Shruti (57208826757); Shahade, Aniket K. (56470735400); Kadam, Prachi (57216317278); Kulkarni, Ambarish (54946430200)","57191229007; 57208826757; 56470735400; 57216317278; 54946430200","Facial emotion recognition using deep Siamese neural networks: multi-classifier fusion for single-emotion and multi-emotion models across age groups","2025","Journal of Big Data","12","1","222","","","0","10.1186/s40537-025-01287-3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105017509607&doi=10.1186%2Fs40537-025-01287-3&partnerID=40&md5=5f398c5b67c49758b91596d0af4a89c3","Architecture; Behavioral research; Computer architecture; Convolutional neural networks; Deep neural networks; E-learning; Emotion Recognition; Face recognition; Human computer interaction; Information fusion; Interfaces (computer); Psychology computing; Behavior analysis; Cognitive behavior; Cognitive behavior analyze; Emotion models; Emotion recognition; FER; Metalearning; Neural-networks; Online learning; Siamese network; Computer vision","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105017509607"
"Yvonne Khomo F.L.; Nyide C.J.; Adam J.K.; Abayomi A.","Yvonne Khomo, Feziwe Lindiwe (60203677600); Nyide, Celani John (57194243740); Adam, Jamila Khatoon (8757756500); Abayomi, Abdultaofeek (57022238600)","60203677600; 57194243740; 8757756500; 57022238600","Enhancing Carbon Literacy using Backwards Design Approach and Mobile Software Application Development Project - A Case of Durban University of Technology","2025","icABCD 2025 - Proceedings of the 2025 International Conference on Ai, Big Data, Computing and Data Communication Systems","","","20","","","0","10.1145/3759023.3759109","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105022432170&doi=10.1145%2F3759023.3759109&partnerID=40&md5=4aa9df5721eebbde5e6e90356a7932c9","Carbon dioxide; Carbon emissions; E-learning; Education computing; Engineering education; Environmental impact; Environmental technology; Human computer interaction; Human engineering; Mobile applications; Mobile computing; Product design; Software design; Students; Teaching; User interfaces; Zero-carbon; Application development; Backward design; Backward design approach; Carbon literacy; Design approaches; Environment stewardship; Low carbon; Skills acquisition; Software application development; Software applications; Application programs","Conference paper","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105022432170"
"Woźniak Z.; Trybuszewski K.; Nowobilski T.; Stolarz M.; Šmalec F.","Woźniak, Zuzanna (57732770900); Trybuszewski, Krzysztof (60237153600); Nowobilski, Tomasz (57200213360); Stolarz, Marta (60237292300); Šmalec, Filip (60237715500)","57732770900; 60237153600; 57200213360; 60237292300; 60237715500","Integrated Construction-Site Hazard Detection System Using AI Algorithms in Support of Sustainable Occupational Safety Management","2025","Sustainability (Switzerland)","17","23","10584","","","0","10.3390/su172310584","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105024694212&doi=10.3390%2Fsu172310584&partnerID=40&md5=6d7d8bf0ed7bcce1c4bcc9a96ac2f55c","algorithm; artificial intelligence; construction industry; detection method; integrated approach; machine learning; occupation; occupational exposure; safety; sustainable development","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105024694212"
"Fujii H.; Hayama T.; Amagami A.; Yonemoto K.; Matsushita Y.; Saito M.","Fujii, Hideki (55703754500); Hayama, Tetsuo (55703622300); Amagami, Ayano (57211004789); Yonemoto, Keigo (57208077859); Matsushita, Yohei (57221403820); Saito, Mitsuru (58870658300)","55703754500; 55703622300; 57211004789; 57208077859; 57221403820; 58870658300","Novel evaluation of bone reaction/growth around full hydroxyapatite-coated stem using digital tomosynthesis imaging: confirmation of very early bone growth around the stem","2025","BMC Musculoskeletal Disorders","26","1","979","","","0","10.1186/s12891-025-09236-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105019113497&doi=10.1186%2Fs12891-025-09236-0&partnerID=40&md5=ff04222c7f6c4fbae50024b6be4a970d","hydroxyapatite; Article; body image assessment; body mass; bone growth; bone marrow; clinical article; clinical outcome; confirmation bias; demographics; female; femoral neck; follow up; human; male; orthopedic surgeon; osseointegration; postoperative period; radiography; total hip replacement; trabecular bone; article; complication; controlled study; diagnosis; imaging; total hip replacement","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105019113497"
"Nderemani M.","Nderemani, Moses (60221799300)","60221799300","Designing Accessible Educational Services: A Human-Centered Framework from Sub-Saharan African Student Communities","2025","ACADEMIC MINDTREK 2025 - Proceedings of the 28th International Academic Mindtrek Conference","","","","379","383","0","10.1145/3757980.3762113","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105023679523&doi=10.1145%2F3757980.3762113&partnerID=40&md5=5f8c39f0afb9865fbf4da5d82cb80654","E-learning; Education computing; Educational technology; Engineering education; Human computer interaction; Human engineering; Neurology; Students; User centered design; User experience; User interfaces; Accessibility; Design and evaluation methods; Epilepsy; Ethnographic study; HCI design; HCI design and evaluation method; Human-centered computing; Participatory design; Sub-saharan africa; User experience design; User study; Economic and social effects","Conference paper","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105023679523"
"Chen D.; Zhang J.; Du K.; Weng M.; Bai Z.; Li C.; Shi J.","Chen, Dong (57203646641); Zhang, Junwei (57196380993); Du, Kou (58912773200); Weng, Meng (60116874300); Bai, Zhaohui (59415688900); Li, Cheng (59454525500); Shi, Jianwei (57471449700)","57203646641; 57196380993; 58912773200; 60116874300; 59415688900; 59454525500; 57471449700","Hygrothermal aging effects on tensile strength of acrylic vs. epoxy adhesive CFRP lap joints: a comparative analysis","2025","Composite Structures","373","","119699","","","2","10.1016/j.compstruct.2025.119699","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105017231343&doi=10.1016%2Fj.compstruct.2025.119699&partnerID=40&md5=8aedb9055675492aea83f23409ceea6c","Accelerated aging; Acrylics; Adhesives; Fracture; Morphology; Outages; Strain measurement; Tensile strength; Ageing effects; Carbon fibre reinforced polymer; Decrease rate; Element method; Epoxy-based; Failure morphology; Hygrothermal; Hygrothermal ageing; Polymer bonded; Single lap joints; Finite element method","Article","Final","","Scopus","2-s2.0-105017231343"
"Jung H.W.; Park J.Y.; Holoubek T.; Kim W.J.; Park J.","Jung, Han Wool (58094486200); Park, Jin Young (56491697100); Holoubek, Todd (60109046500); Kim, Woo Jung (58735366500); Park, Jaesub (57196187835)","58094486200; 56491697100; 60109046500; 58735366500; 57196187835","Socially Assistive Robots in Mental Healthcare: Principles and Conceptual Framework for User-Centered Design","2025","International Journal of Social Robotics","17","11","","2827","2851","2","10.1007/s12369-025-01323-5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105016753118&doi=10.1007%2Fs12369-025-01323-5&partnerID=40&md5=a0f1e16b030377bf37e7a87cf6be85d6","Anthropomorphic robots; Behavioral research; Decision making; Ethical aspects; Health care; Human computer interaction; Man machine systems; Physiological models; Social robots; User centered design; User experience; User interfaces; Co-designs; Conceptual frameworks; Humanoid robot; Humans-robot interactions; Person-centered approach; Social robots; Socially assistive robots; User autonomy; User-centered approach; User-centred; Machine design","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-105016753118"
"Liu Y.; Liang W.; Li J.; Xiong Y.; Li Y.; Hu Q.; Qian T.; Yue J.","Liu, Yuheng (57573977700); Liang, Wenteng (36806253800); Li, Jie (57216664245); Xiong, Yufeng (60071439600); Li, Yan (57872571400); Hu, Qinran (54782693900); Qian, Tao (57202506782); Yue, Jinyu (60189519800)","57573977700; 36806253800; 57216664245; 60071439600; 57872571400; 54782693900; 57202506782; 60189519800","Optimized Defense Resource Allocation for Coupled Power-Transportation Networks Considering Information Security","2025","Energies","18","21","5855","","","0","10.3390/en18215855","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105021457917&doi=10.3390%2Fen18215855&partnerID=40&md5=9a7cafcb0e566a3611eb54d4e3388c07","Digital storage; Electric power distribution; Electric power transmission networks; Motor transportation; Network security; Reactive power; Urban planning; Charging station; Cyber security; Defense resource; Defense resource allocations; Electric vehicle charging; Optimized allocation; Power; Power networks; Transport–power network; Voltage quality; Sensitivity analysis","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105021457917"
"Zheng Q.; Atkinson B.; Lee J.; Wang D.; Grider G.","Zheng, Qing (56522176400); Atkinson, Brian (56513421800); Lee, Jason (57205122260); Wang, Daoce (57224824215); Grider, Gary (15063806600)","56522176400; 56513421800; 57205122260; 57224824215; 15063806600","Secure In-Storage Execution of VTK Workloads on Modern Parallel NFS Data Servers","2025","Proceedings of 2025 Workshops of the International Conference on High Performance Computing, Network, Storage, and Analysis, SC 2025 Workshops","","","","1424","1432","0","10.1145/3731599.3767510","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105023375081&doi=10.1145%2F3731599.3767510&partnerID=40&md5=dc55c7fb075a607779f645e563dc1efc","Computer operating systems; Digital storage; File organization; Human engineering; Large datasets; Visualization; Computational storage; Data server; Data volume; Filesystem; Large datasets; Performance; Pushdown; Real-world; Remote processing; Storage systems; Data visualization","Conference paper","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105023375081"
"Rouaga E.; Ezzaaime Y.; Abdouni A.; Moumen A.","Rouaga, E. (60351521100); Ezzaaime, Y. (60352030300); Abdouni, A. (57200036612); Moumen, A. (57216954744)","60351521100; 60352030300; 57200036612; 57216954744","AI-DRIVEN GOVERNANCE AND GRADUATE EMPLOYABILITY IN MOROCCO: BUILDING A SMARTER HIGHER EDUCATION LABOUR INTERFACE","2025","International Journal on Technical and Physical Problems of Engineering","17","4","250436","324","336","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105028648865&partnerID=40&md5=a0b863bbf921d64816f34b704815771d","","Article","Final","","Scopus","2-s2.0-105028648865"
"Mak B.; Kim T.-K.; Dong W.-J.; Shim C.-S.","Mak, Bunleang (59511783200); Kim, Tae-Kyung (58162839400); Dong, Won-Jun (59511783300); Shim, Chang-Su (7103280900)","59511783200; 58162839400; 59511783300; 7103280900","Crack width investigation of reinforced concrete beam with 3D concrete printed formwork using modified parameters","2025","Engineering Structures","343","","121232","","","0","10.1016/j.engstruct.2025.121232","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105014537512&doi=10.1016%2Fj.engstruct.2025.121232&partnerID=40&md5=f345880007b66dba964423dc364c0508","Codes (standards); Concrete beams and girders; Cracks; Reinforced concrete; Crack spacing; Crack-width; Cracking behavior; Equivalent material; Flexural cracking; Flexural cracking behavior; Maximum crack spacing; Permanent formwork; Service conditions; Three-dimensional permanent formwork; crack; cracking (fracture); equation; flexure; reinforced concrete; structural component; three-dimensional modeling; Construction industry","Article","Final","","Scopus","2-s2.0-105014537512"
"Fernandes Prabhu D.; Gurupur V.; Stone A.; Trader E.","Fernandes Prabhu, Deepa (60192113200); Gurupur, Varadraj (10140510100); Stone, Alexa (60192321800); Trader, Elizabeth (59007951700)","60192113200; 10140510100; 60192321800; 59007951700","Integrating Artificial Intelligence, Electronic Health Records, and Wearables for Predictive, Patient-Centered Decision Support in Healthcare","2025","Healthcare (Switzerland)","13","21","2753","","","4","10.3390/healthcare13212753","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105021612981&doi=10.3390%2Fhealthcare13212753&partnerID=40&md5=b54292f6f242d85efc0653dabd39bb14","accuracy; adult; aged; anxiety; Article; artificial intelligence; caloric intake; ChatGPT; clinical decision making; clinical outcome; clinical research; clinician; conceptual framework; continuous glucose monitoring; data analysis; data integration; data interoperability; decision support system; diabetes mellitus; digital health; electronic health record; emotional stability; English proficiency; exercise; fitness; follow up; health care; health literacy; heart rate; human; hypertension; information processing; interpersonal communication; medical research; outcome assessment; ovary polycystic disease; patient-reported outcome; qualitative analysis; qualitative research; scoliosis; self care; self report; semi structured interview; skepticism; sleep; sleep quality; thematic analysis; trustworthiness; workflow","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105021612981"
"Huang L.; Liu M.","Huang, Lujie (60174846400); Liu, Ming (60175101300)","60174846400; 60175101300","The Application of Prompt Engineering in AI-Assisted Writing: A Cross-Domain Biliometric Literature Review (2020-July 2025)","2025","Proceedings of the 2nd International Conference on Intelligent Computing and Data Analysis, ICDA 2025","","","","76","80","0","10.1145/3772726.3772738","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105026193628&doi=10.1145%2F3772726.3772738&partnerID=40&md5=ef157344bdd5adf63d46ee3d42922d53","Artificial intelligence; Engineering research; Ethical technology; AI-assisted writing; Bibliometric; Bibliometrics analysis; Blind spots; Cross-domain; Large-scales; Literature reviews; Prompt engineering; Scholarly works; Web of Science; Engineering education","Conference paper","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105026193628"
"Tomczyk E.; Bagiński M.; Szepke D.; Lewandowski W.; Wójcik M.","Tomczyk, Ewelina (37078316800); Bagiński, Maciej (57210095157); Szepke, Dorota (58784633800); Lewandowski, Wiktor (60366052600); Wójcik, Michał (35112110700)","37078316800; 57210095157; 58784633800; 60366052600; 35112110700","Dynamic Chiral Plasmonic Systems-Based on Spiropyran Derivatives and Gold Nanorods","2025","Advanced Materials Interfaces","12","23","e00476","","","0","10.1002/admi.202500476","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105021258694&doi=10.1002%2Fadmi.202500476&partnerID=40&md5=b13988b499385447f099e304e5153fc6","Dichroism; Digital storage; Dynamics; Fibers; Gold Nanorods; Interfaces (materials); Optical data storage; Organic solvents; Plasmonic nanoparticles; Plasmonics; Spectroscopic analysis; Data storage; Gold nanorod; Organogel.; Organogels; PCD; Photo-switchable; Plasmonics; Sensing data; Spiropyran derivatives; Spiropyrans; Nanorods","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105021258694"
"Li S.; Chen S.; Gu X.; Guo M.; Jiang M.","Li, Shiqi (60244798600); Chen, Shuyan (60244798700); Gu, Xuyue (60244848400); Guo, Mengyao (58616008900); Jiang, Mengqi (57220200079)","60244798600; 60244798700; 60244848400; 58616008900; 57220200079","HealBubble: Emotion-Aware Visualization APP Powered by Generative AI","2025","Proceedings of 2025 International Conference on Generative AI and Digital Media Arts, GAIDMA 2025","","","","306","314","0","10.1145/3770445.3770497","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105025156176&doi=10.1145%2F3770445.3770497&partnerID=40&md5=3ad29152eb21b9c82347e574aea1e62e","Artificial intelligence; Behavioral research; Bubbles (in fluids); Emotion Recognition; Human engineering; Interactive computer graphics; Interactive computer systems; Medical computing; User interfaces; Visualization; Affective Computing; Childhood trauma; Computer interaction; Digital mental health; Emotion visualization; Emotional expressions; Empathetic AI interaction.; Health tools; Help seeking; Mental health; Human computer interaction","Conference paper","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105025156176"
"Pera M.C.; Poli C.; Gnazzo M.; Baldini V.; Delsante L.; Pacchioni M.; Orsini M.; Campana B.R.; Diodati F.; Puntoni M.; Maglietta G.; Caminiti C.; Esposito S.","Pera, Maria Carmela (55177172900); Poli, Caterina (60213327200); Gnazzo, Martina (58644014600); Baldini, Valentina (58027044600); Delsante, Laura (60212936400); Pacchioni, Marco (60212936500); Orsini, Mirko (22635295300); Campana, Beatrice Rita (59655508400); Diodati, Francesca (8833980300); Puntoni, Matteo (24336395100); Maglietta, Giuseppe (57201631793); Caminiti, Caterina (6602437993); Esposito, Susanna (57202226520)","55177172900; 60213327200; 58644014600; 58027044600; 60212936400; 60212936500; 22635295300; 59655508400; 8833980300; 24336395100; 57201631793; 6602437993; 57202226520","Design and Usability Testing of a Novel Internet-Delivered Cognitive Behavioral Therapy (iCBT) Software Platform for Children with Anxiety","2025","Children","12","11","1535","","","0","10.3390/children12111535","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105023070354&doi=10.3390%2Fchildren12111535&partnerID=40&md5=b1efed510a4b4831e728f79f583f221e","accuracy; anxiety; anxiety disorder; Article; caregiver; child; cognitive behavioral therapy; cognitive restructuring; computer security; exercise; human; mental health; patent; pediatrician; psychiatrist; psychoeducation; semi structured interview","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105023070354"
"Gorde K.S.; Sonavane S.M.; Hutke S.; Hutke A.","Gorde, Kanchan S. (57208980874); Sonavane, Sonali M. (58482765800); Hutke, Sonal (57271050700); Hutke, Ankush (57211383603)","57208980874; 58482765800; 57271050700; 57211383603","Analog artificial intelligence hardware for neural networks: design trends and considerations","2025","Bulletin of Electrical Engineering and Informatics","14","6","","4399","4410","0","10.11591/eei.v14i6.10842","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105024243056&doi=10.11591%2Feei.v14i6.10842&partnerID=40&md5=fbfae7188b5d604abc61afcea176f813","","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105024243056"
"Sarkar A.; Gurusinghe N.; Ozdowska A.; Maheu N.; Lenton A.; Andres J.","Sarkar, Anneysha (60240528000); Gurusinghe, Nikhila (60122148900); Ozdowska, Anne (55343411200); Maheu, Naomi (60240804800); Lenton, Ash (60240528100); Andres, Josh (57146736100)","60240528000; 60122148900; 55343411200; 60240804800; 60240528100; 57146736100","Weaving Stories with Leaves: Co-Designing a Tangible Interface for Tuvaluan Cultural Continuity","2025","OZCHI 2025 - Proceedings of the 37th Australian Conference on Human-Computer Interaction","","","","578","590","0","10.1145/3764687.3769907","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105024912472&doi=10.1145%2F3764687.3769907&partnerID=40&md5=f015163cb4268588862222c0e7ae2589","Arts computing; Design; Ecology; Human computer interaction; Human engineering; Interactive computer graphics; Interactive computer systems; Weaving; Co-designing; Co-designs; Cultural Computing; Cultural value; Digital art; Environmental storytellings; Real- time; Tangible interfaces; Tangible user interfaces; Thematic mapping; User interfaces","Conference paper","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105024912472"
"Zhang Y.; Huang J.; Liu Z.","Zhang, Yiyao (60155043700); Huang, Jiayu (60218103100); Liu, Ziyi (60249744700)","60155043700; 60218103100; 60249744700","AI-Edu-App: An Integrated AI Platform for K-12 Learning Enhancement and Mental Health Support","2025","Proceedings of 2025 International Conference on Educational Technology and Artificial Intelligence, ETAIC 2025","","","","36","49","0","10.1145/3766557.3766565","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105025433354&doi=10.1145%2F3766557.3766565&partnerID=40&md5=85edc2c424c727023ca703336da0ccca","Artificial intelligence; Computer aided instruction; Curricula; E-learning; Education computing; Engineering education; Human computer interaction; Human engineering; Integration; Learning systems; Students; Teaching; User interfaces; Affective Computing; Artificial intelligence in education; Holistic educations; Intelligent tutoring; Intelligent tutoring system; K-12 education; Mental health; Mental health support; Personalized learning; Tutoring system; Educational technology","Conference paper","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105025433354"
"Drelich Valentim R.","Drelich Valentim, Rafael (60244498600)","60244498600","CGAI: How generative AI is reshaping digital media and artists practices","2025","Proceedings - SIGGRAPH Asia 2025 Courses, SA Courses 2025","","","1","","","0","10.1145/3757371.3763259","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105025141802&doi=10.1145%2F3757371.3763259&partnerID=40&md5=2c050f8100d4e5e0218e4ed230f3ac3a","Animation; Artificial intelligence; Computer control; Education computing; Human engineering; Interactive computer graphics; Natural language processing systems; Three dimensional computer graphics; Visual languages; Visualization; 3d; AI education; Comfyui; ControlNet; Creative workflow; Creatives; Diffusion model; Generative AI; Houdini; Inpainting; Visual effects; Visual programming; Work-flows; Image processing","Conference paper","Final","","Scopus","2-s2.0-105025141802"
"Ning H.","Ning, Huansheng (59674809300)","59674809300","The fourth guiding principle for humans in the digital age: an initial exploration and framework construction of cybersophy; [数字时代的人类第四观—赛博观（Cybersophy）概念初探与框架构建]","2025","Gongcheng Kexue Xuebao/Chinese Journal of Engineering","47","12","","2470","2478","0","10.13374/j.issn2095-9389.2025.09.22.002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105023539691&doi=10.13374%2Fj.issn2095-9389.2025.09.22.002&partnerID=40&md5=e243f3138a285074438bfaf4d58cb105","Agriculture; Artificial intelligence; Brain computer interface; Ethical technology; Algorithmics; Condition; Cybersophy; Cyberspaces; Digital age; Guiding principles; Human lives; Initial exploration; Philosophy; Well being; Virtual reality","Article","Final","","Scopus","2-s2.0-105023539691"
"Li J.; Zhang B.","Li, Jian (59564932900); Zhang, Bin (59565031800)","59564932900; 59565031800","The Role of Interaction Design Based on Fuzzy Decision Support System in Improving User Experience","2025","International Journal of Fuzzy Systems","27","8","","2585","2601","2","10.1007/s40815-024-01918-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85218263064&doi=10.1007%2Fs40815-024-01918-6&partnerID=40&md5=57683075ddd783163f7b8ea3864dc7ec","Computer aided logic design; Decision making; Decision support systems; Fuzzy inference; Integrated circuit design; User centered design; Decision supports; Design roles; Fuzzy-Logic; Interaction design; Interaction design role; Personalization recommendations; Support systems; Uncertainty; User's preferences; Users' experiences; Fuzzy systems","Article","Final","","Scopus","2-s2.0-85218263064"
"Hurtado A.F.; Paredes C.M.; Montealegre K.D.M.; Molina J.P.G.; Saiz J.P.Á.","Hurtado, Andrés Felipe (57188859261); Paredes, Carlos Mario (57226749803); Montealegre, Kelly Daniella Marín (60085588400); Molina, Juan Pablo González (60085739300); Saiz, Juan Pablo Álzate (60085514000)","57188859261; 57226749803; 60085588400; 60085739300; 60085514000","Implementation of mixed reality for data visualization in liquid soap filling processes","2025","Digital Chemical Engineering","17","","100254","","","0","10.1016/j.dche.2025.100254","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105015073214&doi=10.1016%2Fj.dche.2025.100254&partnerID=40&md5=db7fc7983553e89285af8f2bdab41c5c","","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105015073214"
"Trucas M.; Barry D.; Conroy M.J.; Vincis M.; Diana A.; Intini C.; Gobbi P.; Gerosa C.; Fanni D.; Perra A.","Trucas, Marcello (55933149400); Barry, Denis (8574496300); Conroy, Melissa J. (56287014600); Vincis, Michela (57357341000); Diana, Andrea (7003380395); Intini, Claudio (57203022771); Gobbi, Pietro (7004653450); Gerosa, Clara (6701829631); Fanni, Daniela (24437920600); Perra, Andrea (35616731000)","55933149400; 8574496300; 56287014600; 57357341000; 7003380395; 57203022771; 7004653450; 6701829631; 24437920600; 35616731000","Liver Innervation in Health and Disease: Neuroimmune–Neurovascular Interface and Future Therapeutic Implications","2025","Biomedicines","13","12","3091","","","0","10.3390/biomedicines13123091","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105030616524&doi=10.3390%2Fbiomedicines13123091&partnerID=40&md5=0052cc0c02ffa420c0580a0817a51c24","alcohol liver disease; artificial intelligence; autoimmune hepatitis; autoimmune liver disease; biliary cirrhosis; blood vessel tone; digital twin; etiology; fatty liver; fibrosis; hepatitis; homeostasis; human; immune dysregulation; immune response; immunological monitoring; immunosurveillance; inflammation; innervation; liver; liver blood flow; liver function; liver organoid; metabolic disorder; nerve cell network; nervous system; nonhuman; organoid; pathogenesis; portal hypertension; primary biliary cirrhosis; regenerative medicine; review; therapy; vagus nerve stimulation","Review","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105030616524"
"Yang H.; Aqlan F.; Zhao R.","Yang, Hui (55197329400); Aqlan, Faisal (35812001400); Zhao, Richard (55336242300)","55197329400; 35812001400; 55336242300","Toward Smart Manufacturing Metaverse via Digital Twinning in Extended Reality","2025","Journal of Computing and Information Science in Engineering","25","12","120810","","","1","10.1115/1.4070437","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105026339212&doi=10.1115%2F1.4070437&partnerID=40&md5=24077e817c2784e8a811c2f5c4da6373","Digital twin; Engineering education; Engineering research; Human computer interaction; Industrial plants; Industrial research; Intelligent robots; Materials handling; Materials handling equipment; Mixed reality; Smart manufacturing; Supply chains; Twinning; Artificial intelligence; Cybermanufacturing; Extended reality; Generative artificial intelligence; Human computer interfaces; Human Machine Interface; Human–computer interface/interaction; Interface interaction; Mixed reality; Sensing technology; Smart manufacturing; Virtual and augmented reality; Virtual and augmented reality environment; Augmented reality","Article","Final","","Scopus","2-s2.0-105026339212"
"Sun J.","Sun, Jing (59710729800)","59710729800","The integration of virtual reality and augmented reality technology in immersive media art","2025","Systems and Soft Computing","7","","200377","","","2","10.1016/j.sasc.2025.200377","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105014799484&doi=10.1016%2Fj.sasc.2025.200377&partnerID=40&md5=d1d2dd92ede7d0c8387789b6034d6fc8","Arts computing; Kalman filters; User interfaces; Virtual environments; Virtual reality; Augmented reality technology; Digital technologies; Filtering algorithm; Immersive media; Kalman filter algorithms; Kalman filtering algorithm; Kalman-filtering; Media arts; Natural features; Virtual-real fusion; Augmented reality","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105014799484"
"Mazaheri Habibi M.R.; Norouzkhani N.; Moghbeli F.; Majd M.M.; Moradi G.; Setoodefar M.","Mazaheri Habibi, Mohammad Reza (57203158888); Norouzkhani, Narges (57699921400); Moghbeli, Fatemeh (57197467708); Majd, Mahdieh Mohammadi (60216797300); Moradi, Gholamreza (58237446400); Setoodefar, Masood (55437989000)","57203158888; 57699921400; 57197467708; 60216797300; 58237446400; 55437989000","Assessing the Satisfaction of Physicians in Using the Electronic Prescription System of Social Security in Iran: A Cross-Sectional Study","2025","Health Science Reports","8","12","e71473","","","0","10.1002/hsr2.71473","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105023301445&doi=10.1002%2Fhsr2.71473&partnerID=40&md5=1650117dd81d150acc282e02fd89d5ed","adult; Article; confidentiality; convenience sample; Cronbach alpha coefficient; cross-sectional study; drug safety; electronic prescribing; female; human; internet literacy; major clinical study; male; medical error; medication safety; outpatient care; patient confidentiality; pharmacy (shop); physician; questionnaire; social security; thematic analysis","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105023301445"
